Id	Folio	Evento	Periodo	Minutos	Vuelta	Segundos	Etapa	Bin1	Bin2	Bin3	Bin4	Bin5	Bin6	Rc1	Rc2	Rc3	Rc4	Rc5	Rc6	Calificacion	Seccion	Resultado	Inicio	Salida	Termino
1694	396942	comipems-15	1516	50	9	53	7	1111111111	1111111111	1111111001	1111011111	1111111111	1110110010	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 going@29 dances@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Does...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 quiet enough@55 tallest@56 have been @57 doesn@58 traveled@59 yet@60 any	88.14	B	Pre-Intermedio	2015-07-29 23:32:28	2015-07-30 00:07:52	S
1695	473899	comipems-15	1516	41	18	41	5	1000000000	1000011010	0100010010	0000000010	-	-	@1 am@2are@3 be@4 Are@5 Is@6Is@7 one@8 an@9 a@10 not be	@11 am not @12not@13 What@14 When@15 What@16 are@17 is@18 is@19 my@20 its	@21 Our@22 parents@23 brother@24it@25 Is@26 There is@27 There are@28 to go@29 dance@30 to like	@31 am not@32 don@33 don@34 Is@35 Does...play@36 do...teach@37 can do@38 not taking@39 are...doing@40 don	0	0	-	-	-	2015-07-29 23:31:38	2015-07-29 23:47:02	N
1696	386353	comipems-15	1516	41	18	1	7	1111111100	1111111110	0110110110	0100000011	1000011001	0100100000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 any@10 aren	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 her	@21 Her@22 parents@23sister@24is@25 It@26 There is@27 There are@28 go@29 dance@30 to like	@31 not@32 doesn@33 don@34 Are@35 Do...plays@36 do...teach@37 do@38 not take@39 are...doing@40 weren	@41 Was@42 are@43 eat@44 can write@45 can@46 didn@47 didn@48does@49is...going@50are going to visit	@51 Do ... like taking@52 more attractive@53 more pretty @54 so quiet that@55 tallest@56 will be@57 isn@58 will travel@59 after@60 nothing	52.54	B	Pre-Intermedio	2015-07-29 23:30:15	2015-07-29 23:48:43	S
1697	439917	comipems-15	1516	31	28	4	7	1111111101	1100111110	1111111101	0010100011	1110001001	1000111111	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 What@14 Which@15When@16 are@17 is@18 are@19 my@20 her	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dances@30 likes	@31 not@32 don@33 doesn@34 Are@35 Do...play@36 do....teaches@37 doing@38 not take@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 are writing@45 can@46 don@47 didn@48are@49is...going@50are going to visit	@51 Are ... going to take@52 the most attractive@53 more pretty @54 as quiet @55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 no	67.8	B	Pre-Intermedio	2015-07-29 23:43:13	2015-07-30 00:37:12	S
1698	464054	comipems-15	1516	33	26	47	7	1111110001	1100111110	1111010100	0011001110	0001010101	0100110100	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 a@8 one@9 a@10 isn	@11 am not @12aren@13 What@14 When@15When@16 are@17 is@18 are@19 my@20 her	@21 Their@22 parents@23sister@24is it@25 Is@26 There is@27 There are@28 go@29 dancing@30 	@31 am not@32 don@33 doesn@34 Do@35 Does...plays@36 do....teaches@37 am doing@38 is not taking@39 are...doing@40 didn	@41 Did@42 are@43 eat@44 wrote@45 don@46 didn@47 don@48did@49is...going@50are going to visit	@51 Did ... take@52 more attractive@53 as pretty@54 as quiet @55 tallest@56 have been @57 isn@58 have traveled@59 never@60 none 	54.24	A+	Básico	2015-07-29 23:31:34	2015-07-29 23:55:17	S
1699	472146	comipems-15	1516	57	2	60	7	1111101101	1101111110	1111101011	1111010010	0111000000	1101110000	@1 am@2 is@3 are@4 Is@5 Are@6Is@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 What@14 What@15When@16 are@17 is@18 are@19 my@20 her	@21 Their@22 parents@23sister@24is it@25 It@26 Is@27 Are there@28 going@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...plays@36 does...teach@37 can do@38 does not take@39 are...doing@40 wasn	@41 Did@42 were@43 ate@44 wrote@45 don@46 can@47 don@48are@49is...going@50 visiting	@51 Are ... going to take@52 more attractive@53 more pretty @54 as quiet as@55 tallest@56 have been @57 doesn@58 will travel@59 never@60 nothing	62.71	B	Pre-Intermedio	2015-07-29 23:30:30	2015-07-30 00:07:16	S
1700	340536	comipems-15	1516	32	27	29	7	1111110100	1000111110	1111111111	1111001111	1111100111	1000011100	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 one@8 a@9 a@10 aren	@11 am not @12not be@13 When@14 Who@15When@16 are@17 is@18 are@19 my@20 my	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...plays@36 does...teaches@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 can@47 don@48did@49did....go@50are going to visit	@51 Are ... going to take@52 most attractive@53 more pretty @54 quiet enough@55 taller@56 have been @57 hasn@58 have traveled@59 never@60 any	71.19	B	Pre-Intermedio	2015-07-29 23:32:17	2015-07-29 23:56:07	S
1701	408940	comipems-15	1516	36	23	3	7	1111111101	1111111111	1111111111	1011011111	1111110111	1110110110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 don@33 doesn@34 Do@35 Does...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 can@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 quiet enough@55 tallest@56 have been @57 doesn@58 have traveled@59 yet@60 any	88.14	B+	Pre-Intermedio	2015-07-29 23:32:05	2015-07-29 23:53:52	S
1702	383291	comipems-15	1516	46	13	17	7	1111111111	1011110111	1111111110	1101111011	1100010001	1101110100	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12isn@13 Who@14 What@15When@16 are@17 are@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 like	@31 don@32 doesn@33 don@34 Do@35 Do...play@36 does...teach@37 am doing@38 not take@39 are...doing@40 weren	@41 Was@42 were@43 eat@44 write@45 can@46 didn@47 won@48do@49does....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettiest @54 as quiet as@55 tallest@56 have been @57 didn@58 have traveled@59 never@60 any	74.58	B	Pre-Intermedio	2015-07-29 23:30:30	2015-07-29 23:43:05	S
1703	322961	comipems-15	1516	51	8	8	7	1111100000	0000010000	0101100100	1001000010	1100001010	1100111000	@1 am@2 is@3 are@4 Is@5 Are@6Am@7 any@8 any@9 a@10 aren	@11 are not @12not be@13 What@14 Who@15 Where@16 are@17 am@18 am@19 your@20 her	@21 Her@22 parents@23 daughter@24is it@25 It@26 They are@27 Is there@28 go@29 dancing@30 like	@31 don@32 don@33 not@34 Do@35 Does...play@36 do....teaches@37 can do@38 not taking@39 are...doing@40 didn	@41 Was@42 were@43 eating@44 can write@45 won@46 can@47 didn@48do@49did....go@50 visited	@51 Are ... going to take@52 more attractive@53 more pretty @54 quiet enough@55 tallest@56 have been @57 hasn@58 will travel@59 after@60 none 	35.59	A	Introductorio	2015-07-29 23:30:29	2015-07-29 23:37:34	S
1704	330359	comipems-15	1516	28	31	27	7	1111101100	1011110111	1111110110	1110000010	1000110011	1100001000	@1 am@2 is@3 are@4 Is@5 Are@6 Be@7 an@8 a@9 any@10 not be	@11 am not @12not be@13 Who@14 What@15When@16 are@17 be@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 There are@28 go@29 dance@30 	@31 don@32 doesn@33 doesn@34 Are@35 Does...plays@36 does...teaches@37 do@38 not take@39 are...doing@40 don	@41 Was@42 are@43 eating@44 are writing@45 didn@46 didn@47 don@48are@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettiest @54 so quiet that@55 taller@56 will be@57 hasn@58 traveled@59 after@60 nothing	57.63	B	Pre-Intermedio	2015-07-29 23:49:58	2015-07-30 00:30:51	S
1705	363326	comipems-15	1516	39	20	45	7	1110100000	0000110110	0110010000	1101000000	1100000001	1100000100	@1 am@2 is@3 are@4 Be@5 Are@6 Be@7 one@8 one@9 a@10 not	@11 not@12not@13 What@14 Who@15When@16 are@17 be@18 are@19 my@20 her	@21 Our@22 parents@23sister@24it@25 Is@26 There is@27 Is@28 to go@29 to dance@30 to like	@31 don@32 doesn@33 don@34 Do@35 Do...plays@36 do....teaches@37 doing@38 not taking@39 did...do@40 don	@41 Was@42 were@43 eat@44 write@45 don@46 won@47 can@48does@49does....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 as quiet @55 taller@56 will be@57 doesn@58 have traveled@59 since@60 nothing	32.2	A	Introductorio	2015-07-29 23:34:24	2015-07-29 23:51:11	S
1706	346131	comipems-15	1516	43	16	9	7	1111110100	1101000001	0010000001	1011001001	0100000000	0100110000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 a@8 a@9 a@10 not	@11 am not @12aren@13 Where@14 What@15 What@16 is@17 are@18 is@19 his@20 his	@21 Its@22 children@23sister@24its@25 Is@26 There are@27 There are@28 to go@29 dancing@30 likes	@31 don@32 don@33 doesn@34 Do@35 Does...play@36 does...teaches@37 am doing@38 not taking@39 will...doing@40 weren	@41 Is@42 were@43 eat@44 write@45 don@46 don@47 can@48are@49do....go@50 visited	@51 Are ... going taking@52 more attractive@53 more pretty @54 as quiet @55 tallest@56 have been @57 doesn@58 will travel@59 after@60 nothing	35.59	A+	Básico	2015-07-29 23:32:06	2015-07-29 23:45:51	S
1707	319796	comipems-15	1516	58	1	18	7	1111111111	1001111111	0111101111	0111101111	1111000111	1100010010	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12not be@13 What@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Her@22 parents@23sister@24is it@25 It@26 They are@27 Are there@28 go@29 dance@30 likes	@31 not@32 doesn@33 doesn@34 Do@35 Do...play@36 do...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 can@46 can@47 can@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 quiet enough@55 taller than@56 have been @57 doesn@58 traveled@59 yet@60 none 	74.58	B	Pre-Intermedio	2015-07-29 23:32:37	2015-07-30 00:22:34	S
1708	464500	comipems-15	1516	41	18	36	7	1111111111	1100101111	1111110100	1000000011	1111100000	1100100000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 What@14 Who@15When@16 is@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 There are@28 go@29 dancing@30 to like	@31 don@32 don@33 isn@34 Are@35 Does...play@36 do...teach@37 doing@38 not take@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 don@47 can@48are@49is...going@50 visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 so quiet that@55 tallest@56 can be@57 isn@58 are traveling@59 after@60 nothing	57.63	A+	Básico	2015-07-29 23:33:29	2015-07-29 23:51:49	S
1709	377625	comipems-15	1516	41	18	52	7	1111110111	1101111110	1101010110	1010000001	1111111111	1000010000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 a@8 a@9 an@10 isn	@11 am not @12aren@13 What@14 What@15When@16 are@17 is@18 are@19 my@20 my	@21 Their@22 parents@23 daughter@24is it@25 Is it@26 There is@27 There are@28 go@29 dance@30 to like	@31 don@32 don@33 doesn@34 Are@35 Does...play@36 do...teach@37 doing@38 does not take@39 will...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 as attractive@53 as pretty@54 as quiet @55 taller than@56 have been @57 didn@58 are traveling@59 after@60 none 	62.71	A+	Básico	2015-07-29 23:32:14	2015-07-29 23:47:55	S
1710	373045	comipems-15	1516	38	21	3	7	1111111111	1111111111	1111111111	1110111111	1111111111	1101110110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Are@35 Do...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 as quiet as@55 tallest@56 have been @57 doesn@58 have traveled@59 yet@60 any	93.22	B+	Pre-Intermedio	2015-07-29 23:30:42	2015-07-29 23:51:11	S
1711	344634	comipems-15	1516	30	0	60	0	-	-	-	-	-	-	0	0	0	0	0	0	-	-	-	2015-07-29 23:28:23	2015-07-29 23:28:23	N
1712	406969	comipems-15	1516	30	0	60	0	-	-	-	-	-	-	0	0	0	0	0	0	-	-	-	2015-07-29 23:28:25	2015-07-29 23:28:25	N
1713	430780	comipems-15	1516	43	16	39	7	1110101111	1111111110	0010101101	0001000111	0001110110	1000010100	@1 am@2 is@3 are@4 Are@5 Are@6Is@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 her	@21 Her@22 grandparents@23sister@24is@25 It@26 There are@27 Are there@28 go@29 dancing@30 likes	@31 am not@32 don@33 don@34 Do@35 Does...plays@36 do....teaches@37 can do@38 is not taking@39 are...doing@40 weren	@41 Did@42 was@43 eating@44 wrote@45 didn@46 didn@47 can@48did@49did....go@50 visited	@51 Are ... going to take@52 as attractive@53 as pretty@54 so quiet that@55 as tall@56 have been @57 didn@58 have traveled@59 never@60 nothing	55.93	A+	Básico	2015-07-29 23:38:17	2015-07-30 00:20:57	S
1714	358757	comipems-15	1516	40	19	26	7	1111110011	1111110000	1111100100	0001100010	0000101110	0100000000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 one@8 any@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 are@18 is@19 your@20 her	@21 Their@22 parents@23sister@24is it@25 It@26 Is@27 There are@28 go@29 dances@30 like	@31 am not@32 don@33 don@34 Do@35 Do...play@36 does...teaches@37 can do@38 not taking@39 are...doing@40 wasn	@41 Did@42 are@43 eating@44 are writing@45 didn@46 can@47 didn@48did@49did....go@50 visiting	@51 Are ... going taking@52 more attractive@53 more pretty @54 so quiet that@55 taller than@56 will be@57 didn@58 will travel@59 since@60 nothing	45.76	A+	Básico	2015-07-29 23:33:17	2015-07-29 23:49:43	S
1715	371993	comipems-15	1516	48	11	37	7	1111110000	1101111110	0101000110	1011000000	1000100100	0000000001	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 a@8 one@9 a@10 aren	@11 am not @12aren@13 Where@14 What@15When@16 are@17 is@18 are@19 my@20 my	@21 Her@22 parents@23 brother@24is it@25 Is@26 There are@27 Is@28 go@29 dance@30 like	@31 don@32 don@33 doesn@34 Do@35 Do...plays@36 does...teaches@37 doing@38 not take@39 will...doing@40 don	@41 Was@42 are@43 eats@44 write@45 didn@46 can@47 don@48did@49do....go@50 visit	@51 Are ... going taking@52 most attractive@53 more pretty @54 as quiet @55 as tall@56 can be@57 doesn@58 traveled@59 since@60 no	40.68	A+	Básico	2015-07-29 23:30:16	2015-07-29 23:40:12	S
1716	379940	comipems-15	1516	57	2	24	7	1111110101	1111000100	0100001000	0011111100	0010111000	0100010000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 a@8 a@9 any@10 isn	@11 am not @12aren@13 Who@14 What@15 Where@16 is@17 are@18 are@19 your@20 my	@21 Its@22 parents@23 daughter@24is@25 Is@26 Is@27 Are there@28 going@29 dances@30 like	@31 am not@32 not@33 doesn@34 Do@35 Do...play@36 does...teach@37 am doing@38 is not taking@39 did...do@40 didn	@41 Is@42 are@43 ate@44 are writing@45 didn@46 didn@47 didn@48do@49do....go@50 visiting	@51 Do ... like taking@52 more attractive@53 more pretty @54 as quiet @55 as tall@56 have been @57 doesn@58 traveled@59 after@60 any	44.07	A+	Básico	2015-07-29 23:31:53	2015-07-30 00:04:11	S
1717	324181	comipems-15	1516	46	13	42	7	1111111101	1111111111	1111011111	1001001010	1011000100	1100010000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 Is@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 don@33 don@34 Do@35 Does...plays@36 do....teaches@37 am doing@38 not take@39 are...doing@40 don	@41 Was@42 are@43 ate@44 wrote@45 can@46 can@47 can@48did@49is...going@50 visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 quiet enough@55 taller@56 have been @57 didn@58 traveled@59 after@60 any	64.41	B	Pre-Intermedio	2015-07-29 23:32:55	2015-07-29 23:45:42	S
1718	478833	comipems-15	1516	39	20	16	7	1111111001	1111011110	1111100101	1101100011	0011010001	0000000000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 an@9 a@10 isn	@11 am not @12aren@13 Who@14 What@15 What@16 are@17 is@18 are@19 my@20 her	@21 Their@22 parents@23sister@24is it@25 It@26 Is@27 Is there@28 go@29 to dance@30 likes	@31 don@32 doesn@33 isn@34 Do@35 Do...play@36 does...teaches@37 do@38 not taking@39 are...doing@40 weren	@41 Is@42 are@43 ate@44 wrote@45 won@46 didn@47 don@48are@49does....go@50are going to visit	@51 Did ... take@52 most attractive@53 more pretty @54 quiet enough@55 as tall@56 will be@57 doesn@58 will travel@59 after@60 any	54.24	B	Pre-Intermedio	2015-07-29 23:32:16	2015-07-29 23:51:01	S
1719	464422	comipems-15	1516	32	27	59	7	1111100000	0001101111	0101000000	0101100011	0000100001	0010010100	@1 am@2 is@3 are@4 Is@5 Are@6 Be@7 one@8 any@9 a@10 not be	@11 are not @12not@13 When@14 What@15When@16 be@17 is@18 are@19 my@20 his	@21 Our@22 parents@23 brother@24is it@25 Is it@26 They are@27 There are@28 going@29 to dance@30 to like	@31 am not@32 doesn@33 don@34 Do@35 Do...play@36 does...teaches@37 can do@38 does not take@39 are...doing@40 weren	@41 Were@42 was@43 eating@44 write@45 didn@46 can@47 don@48does@49is...going@50are going to visit	@51 Did ... take@52 most attractive@53 prettier @54 so quiet that@55 taller@56 have been @57 didn@58 have traveled@59 after@60 nothing	37.29	A	Introductorio	2015-07-29 23:31:48	2015-07-29 23:56:59	S
1720	400329	comipems-15	1516	51	8	29	7	1111111111	1111111111	1101111111	1111111111	1111101111	1111111111	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23 daughter@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 won@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet as@55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 no	96.61	B+	Pre-Intermedio	2015-07-29 23:29:37	2015-07-29 23:37:16	S
1721	361490	comipems-15	1516	40	19	3	7	1111110100	1100011110	0101010100	1001011000	0000001000	0100001000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 a@8 a@9 a@10 not	@11 am not @12aren@13 What@14 When@15 Where@16 are@17 is@18 are@19 my@20 her	@21 Her@22 parents@23 daughter@24is it@25 Is it@26 There is@27 There are@28 go@29 dancing@30 to like	@31 don@32 don@33 don@34 Do@35 Does...play@36 does...teach@37 am doing@38 does not take@39 will...doing@40 wasn	@41 Were@42 are@43 eating@44 are writing@45 won@46 don@47 didn@48do@49does....go@50 visited	@51 Do ... like taking@52 more attractive@53 more pretty @54 so quiet that@55 taller than@56 can be@57 hasn@58 will travel@59 after@60 none 	38.98	A+	Básico	2015-07-29 23:31:53	2015-07-29 23:50:07	S
1722	399863	comipems-15	1516	44	15	12	7	1111111111	1111111111	1111111010	1101011101	1111111111	1111111110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 going@29 dance@30 like	@31 don@32 doesn@33 don@34 Do@35 Does...play@36 does...teach@37 am doing@38 is not taking@39 do...do@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet as@55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 none 	89.83	B+	Pre-Intermedio	2015-07-29 23:30:12	2015-07-29 23:44:58	S
1723	449325	comipems-15	1516	54	5	9	7	1111111110	0011110111	0111000110	0000001011	0000110000	1100010000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 not	@11 are not @12not be@13 Who@14 What@15When@16 are@17 are@18 are@19 my@20 his	@21 Her@22 parents@23sister@24is it@25 Is it@26 There are@27 There are@28 go@29 dance@30 like	@31 am not@32 not@33 don@34 Are@35 Do...plays@36 do....teaches@37 am doing@38 not take@39 are...doing@40 weren	@41 Were@42 was@43 eating@44 write@45 didn@46 didn@47 don@48are@49is...going@50 visiting	@51 Are ... going to take@52 more attractive@53 more pretty @54 as quiet @55 taller@56 have been @57 doesn@58 will travel@59 after@60 nothing	47.46	A+	Básico	2015-07-29 23:34:01	2015-07-30 00:05:29	S
1724	414381	comipems-15	1516	43	16	17	7	1110111000	1111011000	0100011101	1111110001	0001000100	0010000000	@1 am@2 is@3 are@4 Are@5 Are@6Are@7 an@8 one@9 a@10 not	@11 am not @12aren@13 Who@14 What@15 Where@16 are@17 is@18 be@19 your@20 its	@21 Her@22 parents@23 son@24is@25 Is@26 There is@27 Are there@28 go@29 dancing@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teach@37 doing@38 not taking@39 will...doing@40 weren	@41 Were@42 are@43 eating@44 wrote@45 can@46 won@47 can@48did@49does....go@50 visited	@51 Do ... like taking@52 as attractive@53 prettier @54 as quiet @55 as tall@56 are@57 doesn@58 are traveling@59 after@60 nothing	44.07	A+	Básico	2015-07-29 23:31:22	2015-07-29 23:46:24	S
1725	422494	comipems-15	1516	42	17	37	7	1111001101	1111111110	0011110110	0010100001	0011000111	0001100000	@1 am@2 is@3 are@4 Is@5 Is@6Is@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 her	@21 Our@22 grandparents@23sister@24is it@25 It@26 There is@27 There are@28 go@29 dance@30 like	@31 am not@32 don@33 doesn@34 Are@35 Do...play@36 do...teach@37 doing@38 not taking@39 did...do@40 weren	@41 Were@42 are@43 ate@44 wrote@45 won@46 don@47 can@48did@49did....go@50are going to visit	@51 Are ... going taking@52 most attractive@53 more pretty @54 as quiet as@55 tallest@56 can be@57 didn@58 will travel@59 after@60 nothing	52.54	B	Pre-Intermedio	2015-07-29 23:32:45	2015-07-29 23:48:09	S
1726	444540	comipems-15	1516	57	2	27	7	1111111100	1111111111	1110011000	0000001010	1100000100	0100000000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 any@10 aren	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24it@25 Is it@26 There is@27 Are there@28 going@29 dances@30 to like	@31 not@32 don@33 not@34 Are@35 Does...plays@36 do...teach@37 am doing@38 not taking@39 are...doing@40 didn	@41 Was@42 were@43 eating@44 are writing@45 can@46 don@47 won@48did@49is...going@50 visiting	@51 Did ... take@52 more attractive@53 more pretty @54 as quiet @55 as tall@56 will be@57 doesn@58 traveled@59 never@60 any	47.46	B	Pre-Intermedio	2015-07-29 23:34:42	2015-07-30 00:38:21	S
1727	437207	comipems-15	1516	40	19	34	7	1111101111	1101011111	0100110000	1101100111	1111010001	1100000100	@1 am@2 is@3 are@4 Is@5 Are@6Is@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Where@14 What@15 How@16 are@17 is@18 are@19 my@20 his	@21 Her@22 parents@23 daughter@24it@25 It@26 There is@27 There are@28 going@29 dances@30 to like	@31 don@32 doesn@33 don@34 Do@35 Do...play@36 do...teach@37 can do@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 can@46 didn@47 won@48are@49does....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 as quiet @55 as tall@56 will be@57 isn@58 have traveled@59 after@60 nothing	59.32	A+	Básico	2015-07-29 23:31:21	2015-07-29 23:48:45	S
1728	391086	comipems-15	1516	36	23	38	7	1111010101	1000011110	1110010110	0001001011	0010010001	0100010000	@1 am@2 is@3 are@4 Is@5 Be@6Are@7 a@8 a@9 a@10 isn	@11 am not @12isn@13 When@14 Who@15 Where@16 are@17 is@18 are@19 my@20 its	@21 Their@22 parents@23sister@24its@25 Is@26 There is@27 There are@28 go@29 dance@30 like	@31 not@32 not@33 don@34 Do@35 Do...plays@36 do...teach@37 am doing@38 not take@39 are...doing@40 weren	@41 Is@42 are@43 ate@44 write@45 can@46 didn@47 can@48do@49is...going@50are going to visit	@51 Do ... like taking@52 more attractive@53 more pretty @54 so quiet that@55 taller than@56 have been @57 didn@58 will travel@59 never@60 nothing	44.07	A+	Básico	2015-07-29 23:35:06	2015-07-29 23:53:48	S
1729	384239	comipems-15	1516	32	27	34	7	1111111111	1111111110	1111110101	0001000111	1111000001	1000100000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 my	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 There are@28 go@29 dancing@30 likes	@31 am not@32 don@33 don@34 Do@35 Do...plays@36 do...teach@37 doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 can@46 won@47 won@48does@49does....go@50are going to visit	@51 Are ... going to take@52 the most attractive@53 more pretty @54 so quiet that@55 tallest@56 will be@57 didn@58 traveled@59 never@60 none 	62.71	B	Pre-Intermedio	2015-07-29 23:32:08	2015-07-30 00:17:01	S
